# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID.1,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat.1,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT ,DIP,DIP.1
367.84,DZF,DZF,DZF,2024-11-25,Model Cattle (Karachi),302,Local crossbred,Cow,.,left,15.4,Natural heat,Frozen,.,2025-04-05,Masroor,Javeria,3.6,4,1.0,Yes,6.15,2024-06-23,Pregnant,2024-01-03,14,40,2024-05-16,D2,Red Brahman,3.7,JDH Janos Manso 709,1.7,Sexed Female,Red Brahman,Dawood,-201.03,144.73
10.42,DZF,DZF,Maidan Cattle (Karachi),2024-04-01,Maidan Cattle (Karachi),276,Local crossbred,Cow,Yes,Left,15.1,Natural heat,Frozen,DZF-1055-1,2024-03-15,Fakhar,Umer,3.53,4,1.0,Yes,6.71,2024-09-02,Recheck,2024-12-12,34,68,2024-05-15,04-04,Angus,2.2,CAUCHITOS KARU SIMON 922/6,3.7,Sexed Female,Beef Crossbred,Dawood,-272.07,185.26
161.51,DZF,DZF,Maidan Cattle (Karachi),2024-10-20,DZF,16,Local crossbred,Cow,Yes,.,13.75,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1060-1,2024-09-16,Hamid,Javeria,3.28,5,1.0,Yes,6.34,2024-04-08,Open,2024-12-03,91,67,2024-11-28,825/4,Cross Breed,2.3,Mr H Pride of Maddox Manso 684/8,1.4,Pre-Sorted for Female,Cross Breed,Dawood,-152.6,203.84
424.32,DZF,DZF,Maidan Cattle (Karachi),2025-02-10,DZF,248,Local crossbred,Cow,Yes,right,17,CIDR+E2+PGF+ECG,Frozen,DZF-1045-1,2024-05-18,Fakhar,Umer,3.29,"6,7",1.0,Yes,6.1,2024-01-12,Pregnant,2024-04-14,31,5,2024-10-03,408,Beef crossbred,2.9,Mr Karu Manso 800,2.1,Conventional,Red Brahman,Dawood,-86.04,218.58
62.03,DZF,DZF,DZF,2024-05-27,Maidan Cattle (Karachi),277,Local crossbred,Cow,Yes,Right,17,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1040-1,2024-08-06,Hamid,Masroor,3.57,4,1.0,Yes,6.27,2024-04-25,Pregnant,2024-09-17,86,43,2024-05-23,408,Fresian,2.9,VL Rojo Whiskey 1/48,2.1,Pre-Sorted for Female,Holstein Friesian,Dawood,-115.83,153.84
315.72,DZF,DZF,Model Cattle (Karachi),2024-04-11,DZF,86,Local crossbred,Cow,.,left,13.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1010-1,2024-05-07,Yaseen,Talal,3.43,"7,7",1.0,Yes,6.09,2024-01-30,Open,2024-01-31,59,36,2024-11-04,909,Angus,.,Mr H Pride of Maddox Manso 684/8,2.5,Conventional,Holstein Friesian,Dawood,-259.25,283.62
250.52,DZF,DZF,DZF,2024-06-22,Model Cattle (Karachi),32205,Local crossbred,Cow,.,Right,15,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1014-1,2024-05-07,Masroor,Javeria,2.96,"7,7",1.0,Yes,6.06,2024-09-20,Open,2024-01-29,64,31,2024-09-14,SM006 Nukra,Angus,1.5,NCC Jackpot,2,Conventional,Red Brahman,Dawood,-154.22,195.52
195.39,DZF,DZF,Model Cattle (Karachi),2025-01-15,DZF,228,Local crossbred,Cow,.,left,10.3,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1042-1,2024-08-16,Hamid,Umer,3.24,"7,7",1.0,Yes,6.25,2024-08-07,Pregnant,2024-12-05,69,30,2024-07-28,602,Fresian,-0.4,Modesto 209,1.7,Pre-Sorted for Female,Grey Brahman,Dawood,-154.45,118.68
190.29,DZF,DZF,Model Cattle (Karachi),2025-04-11,DZF,220,Local crossbred,Cow,.,left,15.6,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1045-1,2024-01-02,Fakhar,Masroor,2.96,6,1.0,Yes,6.97,2025-01-15,Open,2025-03-10,39,70,2024-10-30,747,Grey Brahman,1.5,Modesto 209,1.4,Sexed Female,Grey Brahman,Dawood,-190.74,81.12
368.62,DZF,DZF,Model Cattle (Karachi),2024-05-17,Maidan Cattle (Karachi),72,Local crossbred,Cow,Yes,Left,21,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1043-1,2024-07-24,Yaseen,Talal,2.96,6,1.0,Yes,6.8,2024-11-20,Pregnant,2024-11-20,9,4,2024-05-05,BrafordBBQ,Grey Brahman,2.3,VL Rojo Whiskey 1/48,.,Sexed Female,Grey Brahman,Dawood,-186.36,270.06
377.46,DZF,DZF,Model Cattle (Karachi),2024-03-29,Maidan Cattle (Karachi),32005,Local crossbred,Cow,.,Right,17.5,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1016-1,2025-01-07,Hamid,Javeria,3.49,"7,8",1.0,Yes,6.32,2024-03-20,Pregnant,2024-10-03,91,32,2024-01-17,820/4,Fresian,3,Mr Karu Manso 800,-0.89,Sexed Female,Angus,Dawood,-194.79,72.88
264.94,DZF,DZF,Maidan Cattle (Karachi),2025-04-25,DZF,150,Local crossbred,Cow,.,Right,9.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1056-1,2024-09-24,Hamid,Javeria,3.74,4,1.0,Yes,6.6,2024-07-17,Pregnant,2024-02-19,52,69,2024-08-23,600,Fresian,1.6,6.966666667,1.4,Sexed Female,Red Brahman,Dawood,-116.09,204.97
273.31,DZF,DZF,Maidan Cattle (Karachi),2024-12-21,Maidan Cattle (Karachi),302,Local crossbred,Cow,Yes,.,17.5,Natural heat,Fresh,DZF-1010-1,2024-10-07,Yaseen,Talal,3.32,5,1.0,Yes,6.97,2025-03-14,Recheck,2025-02-21,100,20,2024-03-11,408,Cross Breed,1.5,NCC Jackpot,6.2,Pre-Sorted for Female,Beef Crossbred,Dawood,-187.07,122.26
139.78,DZF,DZF,Maidan Cattle (Karachi),2024-04-12,Model Cattle (Karachi),10,Local crossbred,Cow,.,Left,21.2,CIDR+E2+PGF+ECG,Frozen,DZF-1016-1,2024-06-28,Yaseen,Hamid,3.33,"6,8",1.0,Yes,6.35,2024-03-05,Pregnant,2024-05-08,16,37,2024-05-11,597,Red Brahman,2.2,NCC Jackpot,2,Sexed Female,Red Brahman,Dawood,-165.52,139.66
342.33,DZF,DZF,Maidan Cattle (Karachi),2025-02-09,DZF,32093,Local crossbred,Cow,Yes,left,14.8,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1010-1,2024-09-23,Ruben,Umer,2.88,8,1.0,Yes,6.65,2024-06-21,Pregnant,2024-07-28,35,86,2024-11-03,D3,Cross Breed,1.5,VL Rojo Whiskey 1/48,2.1,Sexed Female,Holstein Friesian,Dawood,-232.21,282.13
227.96,DZF,DZF,Model Cattle (Karachi),2024-11-11,Maidan Cattle (Karachi),32005,Local crossbred,Cow,Yes,right,18,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1053-1,2024-03-17,Fakhar,Umer,3.53,"6,8",1.0,Yes,6.84,2024-01-14,Recheck,2024-12-24,21,74,2024-05-09,D1,Beef Master,1.9,Mr H Pride of Maddox Manso 684/8,2,Sexed Female,Red Brahman,Dawood,-116.97,112.21
45.68,DZF,DZF,Model Cattle (Karachi),2024-09-11,Model Cattle (Karachi),32062,Local crossbred,Cow,.,right,10.3,Natural heat,Fresh,DZF-1055-1,2024-11-29,Masroor,Umer,3.14,7,1.0,Yes,6.45,2024-04-02,Pregnant,2025-01-31,53,8,2024-10-02,04-04,Cross Breed,1.4,SM007,-0.89,Pre-Sorted for Female,Angus,Dawood,-94.65,280.3
405.21,DZF,DZF,Model Cattle (Karachi),2024-01-26,Model Cattle (Karachi),78,Local crossbred,Cow,.,Right,12.1,CIDR+E2+PGF+ECG,Frozen,DZF-1056-1,2024-11-16,Hamid,Masroor,3.57,"7,7",1.0,Yes,6.83,2024-05-07,Pregnant,2024-02-03,78,100,2024-05-22,SM006,Angus,-7.6,Commando 888/47,1.4,Conventional,Cross Breed,Dawood,-77.69,248.02
467.6,DZF,DZF,DZF,2024-05-23,Model Cattle (Karachi),132,Local crossbred,Cow,Yes,right,18,CIDR+E2+PGF+ECG,Fresh,DZF-1018-1,2025-05-06,Masroor,Umer,3.59,5,1.0,Yes,6.07,2024-09-10,Recheck,2024-08-19,49,56,2024-11-30,825/4,Beef Master,-7.6,Modesto 209,2,Conventional,Grey Brahman,Dawood,-87.16,97.24
179.09,DZF,DZF,DZF,2024-10-28,DZF,361,Local crossbred,Cow,Yes,Left,13.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1043-1,2025-04-10,Hamid,Hamid,3.07,6,1.0,Yes,6.15,2024-12-06,Open,2024-06-13,43,11,2025-05-09,SM006,Beef Master,-7.6,Reconquista 413 Eterno GC Bartolome,2,Pre-Sorted for Female,Cross Breed,Dawood,-240.79,238.38
393.75,DZF,DZF,Model Cattle (Karachi),2024-09-10,Model Cattle (Karachi),357,Local crossbred,Cow,.,right,.,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1053-1,2024-06-17,Ruben,Javeria,2.96,"6,7",1.0,Yes,6.41,2024-06-20,Recheck,2024-08-18,15,68,2025-03-12,967,Grey Brahman,2.1,MR H AUBURN ROJO 706,.,Conventional,Angus,Dawood,-142.08,217.76
61.99,DZF,DZF,DZF,2024-03-23,Maidan Cattle (Karachi),228,Local crossbred,Cow,.,Right,10.2,CIDR+E2+PGF+ECG,Fresh,DZF-1040-1,2024-09-25,Hamid,Javeria,2.8,"6,7",1.0,Yes,6.53,2024-09-06,Open,2024-06-10,66,78,2024-04-03,SM006,Beef Master,3.7,NCC Jackpot,2.7,Sexed Female,Holstein Friesian,Dawood,-179.17,122.08
95.9,DZF,DZF,Model Cattle (Karachi),2024-08-16,DZF,32305,Local crossbred,Cow,.,Right,15.7,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1055-1,2024-04-25,Fakhar,Talal,3.59,6,1.0,Yes,6.94,2024-12-21,Open,2024-10-13,96,71,2024-10-19,257,Fresian,3.7,VL Rojo Whiskey 60/1,1.7,Pre-Sorted for Female,Grey Brahman,Dawood,-163.11,211.94
322.59,DZF,DZF,Model Cattle (Karachi),2024-01-31,DZF,164,Local crossbred,Cow,Yes,.,14.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1014-1,2024-02-23,Hamid,Talal,3.59,"7,8",1.0,Yes,6.97,2024-10-06,Recheck,2024-07-28,45,34,2024-09-17,29M,Angus,1.4,MR H AUBURN ROJO 706,2.7,Pre-Sorted for Female,Holstein Friesian,Dawood,-78.95,210.59
72.34,DZF,DZF,Model Cattle (Karachi),2024-02-04,Maidan Cattle (Karachi),Cholistani,Local crossbred,Cow,.,right,15.2,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1060-1,2025-02-05,Fakhar,Hamid,3.5,8,1.0,Yes,6.6,2024-08-04,Recheck,2024-04-21,26,59,2025-02-13,612+2/4,Cross Breed,3.6,VL Rojo Whiskey 60/1,.,Pre-Sorted for Female,Beef Crossbred,Dawood,-231.36,166.44
365.31,DZF,DZF,DZF,2024-06-08,DZF,258,Local crossbred,Cow,.,left,14.45,CIDR+E2+PGF+ECG,Frozen,DZF-1044-1,2024-01-19,Hamid,Javeria,3.27,8,1.0,Yes,6.53,2024-10-19,Recheck,2025-04-10,38,88,2024-01-17,408,Fresian,2.8,VL Rojo Whiskey 1/48,3.7,Conventional,Grey Brahman,Dawood,-124.16,285.44
384.84,DZF,DZF,Maidan Cattle (Karachi),2025-03-07,Maidan Cattle (Karachi),111,Local crossbred,Cow,.,right,15.5,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1045-1,2024-12-17,Masroor,Talal,2.86,6,1.0,Yes,6.03,2024-03-26,Pregnant,2024-07-08,45,100,2024-11-03,967,Angus,2.8,F1 Gulabi,3.7,Pre-Sorted for Female,Cross Breed,Dawood,-224.03,276.88
87.64,DZF,DZF,Maidan Cattle (Karachi),2025-03-12,Model Cattle (Karachi),31996,Local crossbred,Cow,Yes,.,14.6,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1056-1,2024-10-31,Fakhar,Umer,2.88,"6,6",1.0,Yes,6.84,2024-02-18,Open,2024-11-26,47,2,2024-09-07,SM006,Angus,-7.6,Mr H Pride of Maddox Manso 684/8,2.5,Pre-Sorted for Female,Grey Brahman,Dawood,-145.45,87.7
12.73,DZF,DZF,DZF,2024-06-18,Model Cattle (Karachi),31799,Local crossbred,Cow,Yes,Left,13.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1010-1,2024-05-29,Fakhar,Masroor,3.11,4,1.0,Yes,6.73,2025-02-06,Open,2024-08-12,61,29,2024-07-14,825/4,Grey Brahman,2.3,NCC Jackpot,2.7,Conventional,Red Brahman,Dawood,-185.7,202.05
474.94,DZF,DZF,DZF,2024-04-22,Maidan Cattle (Karachi),25,Local crossbred,Cow,.,Right,16.2,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1043-1,2025-04-24,Fakhar,Javeria,3.09,"6,7",1.0,Yes,6.24,2024-12-05,Open,2025-03-27,32,74,2024-12-18,D1,Angus,1.9,F1 Gulabi,2.7,Pre-Sorted for Female,Red Brahman,Dawood,-220.84,189.92
350.69,DZF,DZF,Model Cattle (Karachi),2024-11-14,DZF,231,Local crossbred,Cow,.,Right,15.4,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1043-1,2025-04-18,Masroor,Hamid,3.38,"6,8",1.0,Yes,6.49,2024-06-25,Recheck,2024-04-12,39,87,2024-11-23,Miss Elegant,Grey Brahman,2.1,Genosource Captain-ET,1.7,Sexed Female,Red Brahman,Dawood,-108.03,183.5
261.75,DZF,DZF,Model Cattle (Karachi),2024-12-06,Maidan Cattle (Karachi),71,Local crossbred,Cow,.,.,9.5,CIDR+E2+PGF+ECG,Frozen,DZF-1000-1,2025-02-26,Hamid,Javeria,3.74,5,1.0,Yes,6.49,2024-09-04,Pregnant,2024-11-30,77,69,2024-09-25,3012,Grey Brahman,2.3,CAUCHITOS KARU SIMON 922/6,2,Pre-Sorted for Female,Angus,Dawood,-113.16,87.95
88.36,DZF,DZF,Maidan Cattle (Karachi),2024-01-05,Model Cattle (Karachi),DZ 81,Local crossbred,Cow,Yes,.,13.25,Natural heat,Fresh,DZF-1056-1,2024-05-22,Fakhar,Umer,3.41,"6,6",1.0,Yes,6.89,2024-01-07,Recheck,2024-03-09,40,44,2024-09-25,612,Beef crossbred,1.9,Commando 888/47,2.7,Sexed Female,Holstein Friesian,Dawood,-85.86,83.2
377.94,DZF,DZF,DZF,2024-10-02,Model Cattle (Karachi),286,Local crossbred,Cow,Yes,Left,15.4,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1040-1,2024-06-15,Fakhar,Talal,2.8,7,1.0,Yes,6.06,2024-08-23,Recheck,2024-02-29,45,22,2024-04-14,649/9,Angus,1.4,Mr Karu Manso 800,2.1,Pre-Sorted for Female,Red Brahman,Dawood,-182.86,119.2
32.79,DZF,DZF,Maidan Cattle (Karachi),2025-01-01,Model Cattle (Karachi),140,Local crossbred,Cow,.,right,15.4,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1060-1,2025-04-25,Yaseen,Masroor,3.07,"6,6",1.0,Yes,6.62,2025-03-25,Recheck,2025-02-10,77,33,2025-02-04,608,Angus,3.1,F1 Gulabi,2.1,Conventional,Angus,Dawood,-128.65,205.28
469.66,DZF,DZF,Maidan Cattle (Karachi),2024-04-04,Model Cattle (Karachi),R6,Local crossbred,Cow,.,left,14,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1053-1,2024-07-29,Hamid,Masroor,3.38,"7,7",1.0,Yes,6.4,2025-04-21,Pregnant,2025-02-01,44,40,2024-01-13,765/4,Cross Breed,3.1,BRC MR. JUMANJI 67,2.1,Pre-Sorted for Female,Angus,Dawood,-123.39,164.67
175.03,DZF,DZF,Model Cattle (Karachi),2024-05-09,Maidan Cattle (Karachi),150,Local crossbred,Cow,.,Right,20,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1016-1,2024-02-27,Fakhar,Hamid,3.18,4,1.0,Yes,6.59,2024-01-13,Open,2024-07-10,43,27,2024-05-09,3012,Beef crossbred,.,Commando 888/47,.,Sexed Female,Cross Breed,Dawood,-243.76,133.9
298.51,DZF,DZF,DZF,2024-01-29,Model Cattle (Karachi),359,Local crossbred,Cow,Yes,right,13.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,2024-10-31,Masroor,Hamid,2.76,5,1.0,Yes,6.82,2024-01-16,Open,2024-04-07,28,37,2024-12-31,3/4,Fresian,-7.6,Reconquista 413 Eterno GC Bartolome,6.2,Sexed Female,Grey Brahman,Dawood,-100.53,221.89
427.57,DZF,DZF,Maidan Cattle (Karachi),2024-10-30,Model Cattle (Karachi),221,Local crossbred,Cow,.,left,21.2,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1045-1,2024-11-14,Masroor,Talal,2.95,4,1.0,Yes,6.41,2024-01-22,Recheck,2025-02-02,81,63,2024-06-15,248,Beef crossbred,2.5,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,Dawood,-261.45,260.19
187.43,DZF,DZF,Model Cattle (Karachi),2025-02-08,Model Cattle (Karachi),31733,Local crossbred,Cow,.,right,.,CIDR+Estradiol+PGF+GnRH,Fresh,.,2025-04-17,Hamid,Talal,2.84,5,1.0,Yes,6.73,2024-07-07,Open,2024-05-24,53,83,2024-09-12,3/4,Grey Brahman,.,Commando 888/47,-0.89,Pre-Sorted for Female,Holstein Friesian,Dawood,-195.37,205.09
317.16,DZF,DZF,Model Cattle (Karachi),2024-11-18,Model Cattle (Karachi),344,Local crossbred,Cow,.,left,11.1,CIDR+E2+PGF+ECG,Fresh,DZF-1060-1,2024-01-28,Ruben,Umer,3.38,"6,8",1.0,Yes,6.56,2024-12-18,Pregnant,2024-08-10,25,29,2025-05-06,04-04,Beef Master,3.6,MR. CLAYTON SLUGGER,6.2,Pre-Sorted for Female,Angus,Dawood,-117.27,159.87
224.3,DZF,DZF,Model Cattle (Karachi),2024-01-04,Maidan Cattle (Karachi),234,Local crossbred,Cow,.,.,17.5,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1042-1,2025-05-15,Fakhar,Javeria,3.33,"6,6",1.0,Yes,6.95,2024-07-28,Open,2024-12-28,49,30,2024-04-03,612,Beef Master,3,Mr Karu Manso 800,1.4,Conventional,Holstein Friesian,Dawood,-262.0,132.46
332.3,DZF,DZF,DZF,2024-12-01,Maidan Cattle (Karachi),229,Local crossbred,Cow,.,left,14.3,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1000-1,2025-01-25,Masroor,Umer,3.27,"6,6",1.0,Yes,6.65,2024-09-13,Recheck,2024-11-17,8,14,2024-03-31,747,Beef crossbred,2.5,MR V8 160/8,.,Conventional,Angus,Dawood,-187.46,281.67
62.17,DZF,DZF,Maidan Cattle (Karachi),2024-04-28,Maidan Cattle (Karachi),281,Local crossbred,Cow,Yes,right,15.75,CIDR+E2+PGF+ECG,Fresh,DZF-1010-1,2024-04-27,Hamid,Umer,3.13,"6,8",1.0,Yes,6.85,2024-06-04,Open,2024-08-16,30,79,2024-08-02,609/9,Grey Brahman,1.5,NCC Jackpot,2.7,Pre-Sorted for Female,Beef Crossbred,Dawood,-247.24,88.71
107.05,DZF,DZF,Maidan Cattle (Karachi),2024-06-19,Model Cattle (Karachi),91,Local crossbred,Cow,Yes,left,8,CIDR+E2+PGF+ECG,Frozen,DZF-1060-1,2025-04-01,Ruben,Hamid,3.72,"7,8",1.0,Yes,6.84,2024-11-10,Recheck,2024-04-09,7,87,2025-04-28,827,Fresian,3.7,Modesto 209,2.5,Sexed Female,Grey Brahman,Dawood,-211.86,291.44
249.09,DZF,DZF,DZF,2025-03-24,Model Cattle (Karachi),297,Local crossbred,Cow,.,Right,15.7,CIDR+E2+PGF+ECG,Frozen,DZF-1000-1,2025-03-20,Hamid,Masroor,2.96,"7,8",1.0,Yes,6.72,2024-09-04,Open,2024-07-10,74,44,2024-09-12,233M,Braford,-0.4,BRC MR. JUMANJI 67,2,Pre-Sorted for Female,Holstein Friesian,Dawood,-183.75,263.71
224.73,DZF,DZF,Maidan Cattle (Karachi),2024-09-26,DZF,67,Local crossbred,Cow,.,Right,8,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1014-1,2024-01-18,Yaseen,Hamid,2.84,"6,8",1.0,Yes,6.24,2025-04-25,Pregnant,2024-05-11,11,72,2025-02-21,D1,Beef crossbred,-6.1,MR H AUBURN ROJO 706,3.7,Conventional,Red Brahman,Dawood,-233.64,169.38
365.45,DZF,DZF,Model Cattle (Karachi),2025-02-12,DZF,280,Local crossbred,Cow,.,Left,9,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1040-1,2024-03-18,Ruben,Masroor,3.55,8,1.0,Yes,6.65,2025-01-29,Open,2024-09-24,76,96,2024-01-17,649,Beef crossbred,2.9,VL Rojo Whiskey 60/1,6.2,Sexed Female,Cross Breed,Dawood,-88.79,136.2
412.71,DZF,DZF,DZF,2024-03-28,Maidan Cattle (Karachi),300,Local crossbred,Cow,Yes,Left,15.2,Natural heat,Fresh,DZF-1018-3,2025-03-23,Hamid,Masroor,3.45,8,1.0,Yes,6.56,2024-06-02,Recheck,2024-06-02,32,41,2025-05-08,248,Cross Breed,2.8,SM007,6.2,Conventional,Holstein Friesian,Dawood,-110.86,143.83
393.36,DZF,DZF,Maidan Cattle (Karachi),2024-08-01,DZF,32390,Local crossbred,Cow,Yes,right,12.3,CIDR+GnRH+PGF+GnRH,Frozen,.,2024-05-02,Fakhar,Hamid,2.76,"7,8",1.0,Yes,6.05,2024-12-18,Pregnant,2024-05-07,75,3,2025-02-06,967,Fresian,1.6,VL Rojo Whiskey 1/48,6.2,Sexed Female,Grey Brahman,Dawood,-118.7,219.86
137.49,DZF,DZF,Model Cattle (Karachi),2025-04-18,Maidan Cattle (Karachi),377,Local crossbred,Cow,.,right,11,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1042-1,2025-03-30,Masroor,Umer,3.15,"6,8",1.0,Yes,6.77,2024-04-05,Pregnant,2025-03-13,17,38,2024-11-12,233M,Beef crossbred,1.6,MR. CLAYTON SLUGGER,1.4,Sexed Female,Cross Breed,Dawood,-85.58,91.21
262.11,DZF,DZF,Model Cattle (Karachi),2025-01-13,Maidan Cattle (Karachi),363,Local crossbred,Cow,Yes,Left,21.2,CIDR+E2+PGF+ECG,Fresh,DZF-1016-1,2024-10-15,Fakhar,Masroor,3.68,8,1.0,Yes,6.76,2024-12-21,Open,2024-04-15,81,52,2024-09-22,D2,Cross Breed,-2.6,JDH Janos Manso 709,1.4,Pre-Sorted for Female,Angus,Dawood,-86.79,231.7
285.42,DZF,DZF,Model Cattle (Karachi),2025-04-05,DZF,32145,Local crossbred,Cow,.,Right,10.5,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1018-3,2024-11-17,Yaseen,Talal,3.35,4,1.0,Yes,6.38,2025-03-07,Pregnant,2025-02-26,41,17,2024-07-27,612+2/4,Angus,1.4,Commando 888/47,2.1,Sexed Female,Holstein Friesian,Dawood,-168.57,112.1
232.37,DZF,DZF,Model Cattle (Karachi),2024-03-08,DZF,371,Local crossbred,Cow,Yes,left,16.5,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1018-1,2024-07-04,Hamid,Umer,3.13,"6,8",1.0,Yes,6.61,2024-06-22,Pregnant,2024-08-07,2,16,2025-03-25,967/9,Cross Breed,1.4,VL Rojo Whiskey 1/48,2.1,Pre-Sorted for Female,Cross Breed,Dawood,-172.49,79.14
168.75,DZF,DZF,Model Cattle (Karachi),2025-01-29,DZF,DZ 81,Local crossbred,Cow,.,Right,14.3,CIDR+E2+PGF+ECG,Frozen,DZF-1016-1,2024-08-30,Hamid,Talal,3.67,7,1.0,Yes,6.94,2024-01-18,Pregnant,2024-11-03,95,1,2024-03-03,SM006,Braford,2.9,Reconquista 413 Eterno GC Bartolome,2.1,Conventional,Angus,Dawood,-188.82,141.17
328.41,DZF,DZF,Maidan Cattle (Karachi),2024-07-14,Maidan Cattle (Karachi),155,Local crossbred,Cow,Yes,.,15.1,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1044-1,2024-05-19,Fakhar,Hamid,3.52,"7,8",1.0,Yes,6.13,2024-10-01,Open,2024-03-21,89,69,2025-03-12,967/9,Grey Brahman,2.2,Mr Karu Manso 800,2.1,Conventional,Grey Brahman,Dawood,-251.71,254.65
302.92,DZF,DZF,DZF,2024-01-11,Maidan Cattle (Karachi),93,Local crossbred,Cow,.,Right,14.6,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1016-6,2024-01-05,Ruben,Javeria,3.68,8,1.0,Yes,6.75,2025-01-05,Open,2024-03-26,56,80,2024-05-13,29M,Fresian,2.3,VL Rojo Whiskey 60/1,6.2,Sexed Female,Cross Breed,Dawood,-169.8,107.55
143.43,DZF,DZF,DZF,2024-05-22,Model Cattle (Karachi),321,Local crossbred,Cow,Yes,right,13.1,Natural heat,Frozen,DZF-1045-1,2024-11-14,Yaseen,Umer,3.18,"6,8",1.0,Yes,6.31,2024-04-17,Open,2024-03-03,44,9,2024-03-25,23035,Beef crossbred,-0.4,MR. CLAYTON SLUGGER,3.7,Sexed Female,Angus,Dawood,-234.65,63.75
467.29,DZF,DZF,Maidan Cattle (Karachi),2024-05-25,Maidan Cattle (Karachi),86,Local crossbred,Cow,Yes,right,15.7,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1044-1,2024-08-12,Hamid,Umer,3.6,"7,7",1.0,Yes,6.33,2024-09-11,Pregnant,2024-09-01,75,37,2024-08-01,04-08,Angus,-0.4,SM007,.,Pre-Sorted for Female,Red Brahman,Dawood,-152.23,244.53
473.06,DZF,DZF,Model Cattle (Karachi),2024-07-12,Model Cattle (Karachi),50,Local crossbred,Cow,.,Right,16.5,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1055-1,2025-04-28,Fakhar,Talal,3.57,4,1.0,Yes,6.93,2025-02-02,Recheck,2024-09-13,32,32,2024-02-25,18/2,Grey Brahman,-0.4,NCC Jackpot,2.1,Conventional,Holstein Friesian,Dawood,-226.69,198.56
455.6,DZF,DZF,Maidan Cattle (Karachi),2024-03-07,Model Cattle (Karachi),242,Local crossbred,Cow,.,right,15.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-6,2024-12-25,Masroor,Umer,3.44,5,1.0,Yes,6.4,2024-08-30,Open,2024-03-07,93,15,2025-01-19,3012,Red Brahman,-2.6,MR H AUBURN ROJO 706,2.1,Pre-Sorted for Female,Cross Breed,Dawood,-117.85,156.05
78.98,DZF,DZF,Model Cattle (Karachi),2024-01-17,DZF,82,Local crossbred,Cow,.,Right,14,CIDR+E2+ECG+PGF+GnRH,Fresh,.,2024-09-10,Hamid,Hamid,3.65,8,1.0,Yes,6.37,2024-04-27,Open,2024-12-17,74,49,2024-02-15,18/2,Beef crossbred,-0.4,MR H AUBURN ROJO 706,.,Pre-Sorted for Female,Cross Breed,Dawood,-212.02,230.68
